object,percent_fill,aspect_ratio,hu1,hu2,hu3,hu4,hu5,hu6,hu7
controller,0.6060688609536722,1.3432113843440006,0.1927471646876216,0.0069309964258416,0.0007526156421941,6.263139482555477e-05,7.70478206442051e-10,-1.2922061522454032e-06,1.3576145235961873e-08
dumbbell,0.6252243353365409,2.4142691220542156,0.4362269193618327,0.1379530337341385,3.828018981869199e-05,8.078680670982831e-05,4.4727563428024614e-09,2.896759797466358e-05,4.2178305677994614e-10
dumbbell,0.6272311448038245,2.4249940574305815,0.4368402062879385,0.1383678997501468,3.855149806381566e-05,7.946096282225346e-05,4.380083913983918e-09,2.85410938036032e-05,3.9613759090725046e-10
dumbbell,0.6574357843705999,2.347368857953289,0.3690282304429048,0.0920983597077349,0.0014754076905883,0.000533178836459,4.727439052116293e-07,0.0001615813029406,1.1981391717632105e-08
dumbbell,0.6313478807622893,2.473256010344805,0.3936447052487788,0.1065245282677212,0.0004878640155057,0.0001787363455901,5.2474916196054634e-08,5.775360006045217e-05,5.665935615671076e-09
glasses,0.6635762666805178,2.7192397300481512,0.2744926875988306,0.0414024384932162,0.0006802766969684,0.0002596337862623,1.0747628486470896e-07,4.8334858900342e-05,-1.883984228587552e-08
glasses,0.6077881318679523,1.6654450436472874,0.200169427281864,0.0048035379448401,0.0008659031184182,3.715802498486549e-06,-1.7095956171214186e-10,-2.217280703485604e-07,-1.2327936199989086e-10
hat,0.8058641097627267,1.4942369851814736,0.1801912491396009,0.0053959773342783,6.9785915167745054e-06,4.0951454048346794e-08,1.3264556132212228e-14,3.027429131845821e-10,1.7415986885386636e-14
hat,0.7233133176860181,1.6324073786354438,0.1914168175513559,0.0097963914386538,0.0002073186543157,2.5259456364746387e-05,1.7282292885367343e-09,1.7650457309236826e-06,-5.95385888593833e-10
puck,0.7771728459143865,1.0237957882044215,0.1593029657188291,1.4410774159263038e-05,7.751192768712282e-07,4.4020836809995166e-10,3.779811577403308e-18,-1.262329060214951e-12,7.19962738161477e-18
puck,0.7788134801457595,1.026034635889736,0.1593104235365138,1.6065981484498753e-05,7.271604479185248e-07,5.1347969401815e-10,4.3955354899881016e-18,-1.488751517770394e-12,8.895263905784203e-18
puck,0.7983773951619768,1.0617531880998832,0.1596616861800406,8.852776236075856e-05,6.270877712574777e-07,8.06627760663925e-10,1.752943622636018e-17,7.354375665074903e-12,-4.672684268584049e-18
puck,0.7708599326441239,1.1409293378501604,0.1603885325039026,0.0003584162857129,3.162605791320364e-06,1.608081164852028e-08,2.5431042689959464e-15,2.2620781752132155e-10,2.5853295595486365e-15
sock,0.5596117144117428,2.593255292772804,0.3696009842735992,0.0965816620515938,0.006885951268159,0.0007986192003379,-9.61121089368566e-07,-0.0001769823989677,1.607367164976627e-06
sock,0.5468816155221482,2.1492389706287036,0.316403126917519,0.0559270856570095,0.0091522888837153,0.0014787430682757,2.3672766730004444e-06,-3.3696054032982307e-06,-4.897988202827407e-06
sock,0.6195772783502486,2.8949079866001113,0.365625267749633,0.1023271197898137,0.0015730875482482,0.0002462653986669,3.1782955962445014e-08,-1.4667369664786544e-05,1.4994723941750858e-07
can,0.7352303151191827,1.6400406494652011,0.2112138388867372,0.0109226098165977,4.3659318083451454e-05,4.077128361103536e-06,-4.2247341275051324e-11,4.0298461438348065e-07,3.42655661241606e-11
can,0.6477865613212179,1.784202482771278,0.2421856148960369,0.0130775995456059,2.5657911244416097e-05,2.5171837415247394e-07,3.874446406573319e-13,-1.9349981212129087e-08,5.09033712695512e-13
can,0.6421593416855902,1.5318304973186605,0.1922915100314284,0.0044168403851487,0.0003602474381142,1.4713703929933386e-06,2.2687756014977596e-11,5.780886445719699e-08,2.5155583223562934e-11
dumbbell,0.5954316093043079,2.681487168789401,0.4479278725860141,0.1489845497768395,0.0036558521368664,0.0027526843068405,8.73226613566452e-06,0.0010620481929996,2.622226673787413e-08
puck,0.7940591814378768,1.381709045514168,0.1668596578568787,0.0023054832703957,1.967106007226566e-05,3.688233049717457e-07,-9.816065944430436e-13,-1.7692970589305215e-08,-1.5287411076996324e-13
sock,0.6603928511894787,1.5314430303948734,0.2084285559369001,0.01327938506469,0.0007207154418221,0.000105746388954,1.2691629622486624e-08,3.0693149425538907e-06,2.6289916205768485e-08
pen,0.7762856442849358,12.829710987559254,1.3805513252650243,1.8768252422603449,0.0234995227143025,0.0222393632146172,0.0005084055567568,0.0303167294663371,1.8105455333353033e-06
pen,0.7630410819766993,9.557028906260252,1.0686295700609307,1.1080625240805653,0.0025626905733999,0.0008772802316089,1.1467532423113104e-06,0.0004793414209452,6.443728238877338e-07
puck,0.8133032547996702,1.302411915019804,0.1654259275546302,0.0017580430264915,1.1723009815709602e-05,3.077753006233124e-07,8.111701538354025e-15,-3.096590211360196e-09,-5.84559066285191e-13
watch,0.5250877504514421,8.664583736118203,1.277343480236307,1.5928549439542414,0.0223630339990816,0.0202390032041014,0.0004305745155343,0.0253371739011468,7.83579982798597e-07
